CC1=C(O)C=CC(=C1)O;4.86
CC1=C(Cl)C=C(N)C=C1;3.39
NC1=CC(=C(Cl)C=C1)Cl;4.37
OC1=CC=C(Cl)C(=C1)Cl;4.75
CC1=CC(=C(C)C=C1)N;2.67
CC1=CC=C(Cl)C=C1N;3.5
CC1=C(N)C=C(N)C=C1;2.34
NC1=C(Cl)C=CC(=C1)Cl;3.58
NC1=CC(=CC=C1O)Cl;3.78
NC1=CC(=C(O)C=C1)N;3.13
CC1=CC(=C(C)C=C1)O;3.14
OC1=CC=C(Cl)C(=C1)O;3.13
ClC1=C(Cl)C=C(Cl)C(=C1)Cl;5
OC1=C(Cl)C=C(Cl)C(=C1)Cl;5.1
CCCCC(=O)C(C)=O;3.04
CC(=C)C(=O)OCC=C;2.32
OCC(Br)CBr;2.514
CCC(C)CN;2.523
OC(CBr)CBr;3.57
CCC(=O)CC;1.544
OC(CCl)CCl;2.207
CC\C(C)=N\O;1.93
COC(=O)C=C;3.55
COC(=O)CCl;3.886
O=C1CCCO1;1.283
NC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O;3.72
OC1=CC=C(Cl)C=C1CC2=CC(=CC=C2O)Cl;6.09
COC1=C(O)C=CC(=C1)CC=C;3.42
COC1=CC(=CC=C1O)\C=C\C;3.75
CCOC(=O)C(C)C;1.729
CCOC(=O)C(C)=C;2.07
CC(C)COC(=O)C(C)C;2.409
CC(C)COC(=O)C(C)=C;2.72
CCC(CC)C=O;2.946
O=CC1=CC=CS1;2.95
CC(C)(C)C1=CC=C(O)C=C1;3.91
CC(C)C1=CC=CC=C1;3.69
CC(=O)C1=CC=CC=C1;2.54
ClC(Cl)C1=CC=CC=C1;3.11
[O-][N+](=O)C1=CC=CC=C1;3.14
CC(=O)C1=CC=CC(=C1)N;2.18
OC(=O)C1=CC(=CC=C1)O;2.19
CC1=CC(=CC=C1)[N+]([O-])=O;3.42
NC1=CC(=CC=C1)[N+]([O-])=O;3.03
OC1=C(Br)C=C(C=C1Br)[N](=O)=O;4.36
CC1=CC=C(C=C1C)[N+]([O-])=O;3.59
CC1=CC(=CC=C1N)[N+]([O-])=O;3.49
NC1=C(N)C=C(C=C1)[N+]([O-])=O;3.52
[O-][N+](=O)C1=CC(=CC=C1)C=O;3.11
[O-][N+](=O)C1=CC=CC(=C1)[N+]([O-])=O;3.76
CCCC(CCC)C(O)=O;3.026
COC(=O)C1=CC=C(C)C=C1;3.23
COC(=O)C1=CC=C(O)C=C1;3.08
CCOC(=O)C1=CC=C(C=C1)[N+]([O-])=O;3.71
CC(C)C1=CC=C(N)C=C1;3.22
OC(=O)C1=CC=C(O)C=C1;1.98
OC1=CC=C(C=C1)[N+]([O-])=O;4.42
COC1=CC=C(C=C1)C(C)=O;2.87
CN(C)C1=CC=C(C=O)C=C1;3.23
BrCC1=CC=C(C=C1)[N](=O)=O;5.31
CCC1=CC=C(C=C1)[N](=O)=O;3.43
[O-][N+](=O)C1=CC=C(CCl)C=C1;4.18
COC1=CC=C(C=C1)[N+]([O-])=O;3.54
[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O;4.3
CCN(CC)CCO;1.505
BrCC1=CC=CC=C1;3.638
C=CC1=CC=CC=C1;2.98
NCC1=CC=CC=C1;2.76
N#CC1=CC=NC=C1;2.18
O=CC1=CC=CC=C1;2.8
N#CC1=CN=CC=C1;2.26
CNC1=CC=CC=C1;3.06
CSC1=CC=CC=C1;3.18
N#CC1=NC=CC=C1;2.17
CCC1=NC=CC=C1;2.13
CC1(C)OCC(CO)O1;1.21
OC1=CC=CC(=C1)C=O;3.08
CC(C)(O)CC1=CC=CC=C1;2.59
C(C1=CC=CC=C1)C2=CC=CC=N2;3.38
NC(=N)NC(=N)NC1=CC=CC=C1;2.61
OCCN(CCO)CCO;1.251
CC(C)(O)CCC1=CC=CC=C1;2.93
CCOC(=O)\C=C\C1=CC=CC=C1;3.99
CC(=O)OC\C=C\C1=CC=CC=C1;3.59
BrCCC1=CC=CC=C1;3.42
CCNC1=CC=CC=C1;3.07
S=C=NC1=CC=CC=C1;4.41
CN(C)CC1=CC=CC=C1;3.12
CC(=O)NC1=CC=C(O)C=C1;2.18
CCCCCCCCCC1=CC=C(O)C=C1;5.47
CCCCC1CCC(=O)O1;2.62
CCCCC1=CC=CC=C1;4.25
ClCCCC1=CC=CC=C1;3.5
OC\C=C\C1=CC=CC=C1;2.92
CCCCCC1CCC(=O)O1;3.014
CCCCC(CC)CO;3.167
CC1=CC=C(CN)C=C1;2.99
CC1=CC=C(C=C1)C#N;2.9
NCC1=CC=C(Cl)C=C1;3.16
CC1=CC=C(C=O)C=C1;2.943
ClC1=CC=C(C=O)C=C1;3.4
CCC1=CN=C(C)C=C1;2.82
OC1=CC=C(C=C1)N=O;3.65
COC1=CC=C(C)C=C1;3.25
O=CC1=CC=C(C=C1)C#N;3.04
CCCC(O)C#C;3.657
COC(=O)CC#N;1.66
CCOC(=O)CBr;5.678
CCOC(=O)CC;2.055
CCC(=O)OC=C;2.347
CCOC(=O)CCl;4.056
CCC(C)CC(O)=O;2.767
CCC(C)OC(C)=O;2.321
CCOC(=O)CC(=O)OCC;2.003
CCOC(=O)CC#N;1.77
CN(CCO)CCO;1.166
CCCOC(=O)CCC;2.586
CC1=CC(=C(O)C=C1)C;3.14
CCCCOC(=O)\C=C\C(=O)OCCCC;4.49
CCCCOC(=O)CCCCC(=O)OCCCC;3.792
CCCOC(=O)CC;2.185
BrC1=CC=C(Br)C=C1;3.68
CC1=CC=C(Br)C=C1;3.47
NC1=CC=C(Br)C=C1;4.01
OC1=CC=C(Br)C=C1;3.68
CC1=CC=C(C)C=C1;3.25
CC1=CC=C(O)C=C1;2.84
ClC1=CC=C(Cl)C=C1;3.53
CC1=CC=C(N)C=C1;2.95
CC(C)COC(=O)C=C;3.29
COC(=O)CCC(=O)OC;1.943
CCCCCC(=O)OC;2.439
CCCCCCC(=O)OC;3.104
COC(=O)CCCCCCCCC(=O)OC;4.011
BrCC=C;3.569
C=CC=O;4.89
ClCC=C;2.06
OCCCl;1.583
CCCI;2.61
CCC#N;1.028
ClCC#N;3.845
OCC=C;1.082
OCC#C;1.926
C\C=N\O;1.39
COC=O;1.502
CC(O)CC(C)(C)O;1.047
CC(C)(C)OC(=O)CCl;3.854
CC(C)CCBr;3.25
CC(C)CCN;2.423
CC(C)=CC=O;3.09
CCCC(C)=O;1.778
CC(O)CCO;0.699
CCCC(O)=O;2.428
C/C=C/C(O)=O;2.455
OC(=O)CCCl;2.668
CCC[N+]([O-])=O;2.01
CC(=O)OC=C;2.141
CC(C)CC(C)=O;1.792
CC(C)OC(C)=O;1.41
CC(=C)OC(C)=O;2.511
CC1CCC(=O)O1;1.431
CC1=CC(=CC=C1)O;2.92
OC1=CC(=CC=C1)Cl;3.87
CC1=CC(=CC=C1)N;2.72
OC1=CC(=CC=C1)O;2.35
CC1=CC(=NC=C1)C;2.35
CC1=NC(=CC=C1)C;2.19
COC(=O)CC(=O)OC;1.713
CCOC(=O)CC(C)C;2.277
CC1=CC(=CC(=C1)N)C;2.64
ClC1=CC(=CC(=C1)Cl)Cl;3.87
OC1=CC(=CC(=C1)O)O;1.74
CC1=CC=CC=C1;3.25
CC1=CC=NC=C1;2.12
ClC1=CC=CC=C1;2.87
OC1CCCCC1;2.234
O=C1CCCCC1;1.767
OC1=CC=CC=C1;2.65
SC1=CC=CC=C1;4.66
CN1CCNCC1;2.04
BrC1=CC=CC=N1;2.46
CC1=NC=CC=C1;1.99
CC1=CN=CC=N1;1.91
ClC1=NC=CC=C1;2.16
CCCCOC(=O)CCC;3.516
CCCCNC(=S)NCCCC;3.86
CC(=O)CCC=C;1.86
CCC#CC(C)O;3.511
CCCCC(O)=O;2.733
CCCOC(C)=O;1.762
CCCCCl;2.09
CCCC#N;1.559
C=CCC#N;1.521
N#CCC#N;3.22
CNCCO;1.18
COCCN;1.21
O1C=CC=C1;1.35
S1C=CC=C1;1.56
CC(C)CCC(C)=O;2.354
CC(=O)CCC(C)=O;1.597
OC(=O)CCC(O)=O;2.061
C=CC(=O)NCNC(=O)C=C;2.485
CCOC(=O)CCCCCCCCC(=O)OCC;4.354
CCCCCCCCCC(=O)OC;4.378
CCCCCBr;3.484
CCCCCC;3.72
ClC\C=C\CCl;3.77
CCCCCN;2.515
CCCCC#N;1.993
N#CCCC#N;1.176
CCCCC=O;2.978
OCCCCO;0.764
OCC#CCO;1.116
CCCCNC;2.322
CCCOC=O;1.978
C1=CC=NC=C1;1.68
CC(C)=CCCC(C)=O;2.548
OC(=O)CCCC(O)=O;2.361
CCCCCCCC(=O)OC;3.536
CCCCCC#CC(=O)OC;4.04
CCCCCCC(C)=O;2.855
CCCCCCC(O)=O;2.887
OC(=O)CCCCCC(O)=O;2.416
CCCCCCBr;3.937
CCCCCCN;2.78
CCCCCCO;2.621
OCCCCCO;1.066
OCCNCCO;1.206
CCCCCCCN;3.211
N#CCCCCC#N;1.462
CCCCCCCO;3.105
CCCCCCC=O;2.998
CCCCCCC#CC(=O)OC;4.32
CCCCCCCCBr;4.87
CCCCCCCCCl;3.67
CCCCCCCCN;3.351
CCCCCCCCO;3.583
CCCCCCCCC(O)=O;3.351
CCCCCCCCCC(C)=O;4.535
CCCCCCCCOC(C)=O;4.057
CCCCCCCCCCOC(C)=O;4.88
CCCCCCCCCN;4.701
CCCCCCCCCCO;4.335
CCCCCCCCCCCO;4.955
CCCCCCCCCCC=O;4.69
OCCCCCCCCCCO;3.224
CC(C)(O)C=C;1.611
CC(C)(O)C#C;1.689
OCC(Cl)(Cl)Cl;2.535
O=[P](OC1=CC=CC=C1)(OC2=CC=CC=C2)OC3=CC=CC=C3;4.81
[O-][N+](=O)C1=C(Cl)C(=CC(=C1Cl)Cl)Cl;4.82
ClC1=C(Cl)C(=O)C2=C(C=CC=C2)C1=O;6.36
OC1=CC=CC=C1C(=O)C2=CC=CC=C2;4.23
OC1=C(Br)C=C(Br)C=C1Br;4.91
OC(=O)C1=CC=CC=C1Cl;2.55
CC1=CC(=C(O)C=C1)[N+]([O-])=O;3.57
CC(=N\O)/C(=O)C1=CC=CC=C1;2.96
O=C(C1=CC=CC=C1)C2=CC=CC=C2;3.87
CCOC(=O)C1=CC=C(O)C=C1;3.57
CC(C)COC(=O)C1=CC=CC=C1;3.98
O=C(OCC1=CC=CC=C1)C2=CC=CC=C2;4.45
[NH]1C=CC2=C1C=CC=C2;3.21
OC1=C(O)C=CC=C1;3.75
CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O;3.87
[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(F)(F)F;3.85
CCOC1=C(O)C=CC(=C1)C=O;3.02
COC1=C(O)C=CC(=C1)C=O;2.97
CN(C)C1=CC=CC=C1;3.28
[O-][N+](=O)C1=CC=CC(=C1)Cl;3.73
CC(=O)C1=CC=CC(=C1)[N+]([O-])=O;3.32
CC(C)C1=CC=C(C=O)C=C1;3.67
O=CCC1=CC=CC=C1;3.87
CCCCOC1=CC=C(O)C=C1;3.7
OCCCC1=CC=CC=C1;2.79
COC1=CC=C(C=O)C=C1;2.953
CCCC(C)C=O;2.526
CCCC(=O)CCC;2.331
CCCC(=O)OC=C;2.618
NC1=CC=C(O)C=C1;2.92
OC1=CC=C(O)C=C1;3.47
CCC=O;2.515
CC(C)CCO;1.964
CCCCCC(=O)OCC;3.064
CCCCCC(=O)OCC=C;3.213
CCCC=O;2.62
C\C=C\C=O;4.06
CCCCOC(C)=O;2.514
CCCCCCC(C)O;3
OC(=O)CCCCC(O)=O;2.394
CCCCCCCC(O)=O;3.081
CCCCCCCC#N;3.283
CCCCCCCCC=O;3.808
CC(C)(N)CO;1.069
CC1(C)C2CCC1(C)C(O)C2;3.15
CC(=C)C#N;1.347
CC(O)CCl;1.508
CC(C)=NO;1.752
CN(C)C(C)=O;1.051
CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C;4.79
O=C1C=CC(=O)C2=C1C=CC=C2;5
CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC;3.98
OC1=CC(=C(C=C1)C(=O)C2=C(O)C=C(O)C=C2)O;3.96
OC1=CC=C(C(=C1)O)C(=O)C2=CC=CC=C2;4.37
COC1=CC=C(C(=C1)O)C(=O)C2=CC=CC=C2;4.42
CC1=C(C=CC=C1)C(=O)C2=CC=CC=C2;4.37
O1C2=C(C=CC=C2)C3=CC=CC=C13;4.42
CCCCC(C(=O)OCC)C(=O)OCC;3.557
NC1=CC(=C(C=C1)C(=O)OC2=CC=CC=C2)O;4.41
COC1=C(O)C(=CC(=C1)C=O)OC;3.17
COC1=CC=CC=C1C=O;3.15
OC1=CC=CC(=C1)OC(=O)C2=CC=CC=C2;4.11
CCCCOC(=O)C1=CC=CC=C1;3.92
CCCCCCC1=C(O)C=C(O)C=C1;4.8
OC1=C(Cl)C=C(Cl)C(=C1)O;3.97
CCC(C)CO;2.047
OC1=C(O)C=C(C=O)C=C1;3.107
CC(C)CC(=O)OCCC1=CC=CC=C1;4.1
N#CCC1=CC=CC=C1;2.64
NCCN1CCNCC1;2.21
ClC1=CC=C(CC#N)C=C1;3.66
CCOC(=O)C=C;3.52
CCCCOC(=O)CCC(=O)OCCCC;3.512
CCCCC(=O)OCCC;3.009
CCOC(=O)CCCCC(=O)OCC;2.874
CCCCOC(=O)C=C;3.52
NCCO;1.115
CCOC(C)=O;1.703
CCCCCCOC(=O)C(C)=C;4.09
CCCCCCC(=O)OCC=C;3.728
CC(C)(O)C#CC(C)(C)O;1.415
CCCCCC(Cl)=O;3.34
CCCCCC(O)=O;2.792
C/C=C/C=C/C=O;3.74
CCCCCCOC(C)=O;2.991
CCCCCCCCCO;3.855
NC(=O)CI;4.854
COC1=CC=CC(=C1O)C=O;3.377
CCCCC(CC)C(O)=O;3.076
COC1=CC=CC(=C1)O;2.67
OC(=O)CC1=CC=C(O)C=C1;1.5
NCCC1=CC=C(Cl)C=C1;3.14
NCCCO;1.308
C1=CC2=C(C=CC3=C2C=CC=N3)N=C1;4.14
C1=CC=C2C(=C1)C=CC3=C2N=CC=C3;4.31
C1=CC2=C(N=C1)C3=C(C=C2)N=CC=C3;4.07
C1=CC2=CN=NC=C2C=C1;2.66
C1=CC2=CN=CN=C2C=C1;2.71
C1=CC=C2N=C3C=CC=CC3=CC2=C1;4.4
O1C=CC2=C1C=CC=C2;2.89
[NH]1C=CC=N1;1.29
[NH]1C=CN=C1;2
C1=CC=NN=C1;1.59
C1=CN=CN=C1;1.25
C1=CN=CC=N1;1.18
C=CCC1=CC=CC=C1;3.19
OC1=C(I)C=C(C=C1I)[N+]([O-])=O;4.81
FC1=CC(=C(C(=C1F)F)[N](=O)=O)F;4.87
OC1=C(F)C=C(Br)C=C1[N+]([O-])=O;4.62
OC(=O)C1=CC(=CC=C1O)Cl;2.6
FC1=C2C=CC=CC2=CC=C1;3.39
FC1=CC=C(C=C1)C2=CC=CC=C2;3.53
[O-][N+](=O)C1=CC(=C(F)C=C1F)[N+]([O-])=O;5.08
OC1=C(C=CC(=C1)[N+]([O-])=O)[N+]([O-])=O;4.04
CCCCCCCCCC(O)=O;3.506
FC1=CC=C(C=C1Cl)[N](=O)=O;3.8
[O-][N+](=O)C1=CC=C(F)C=C1;3.1
CCSCC;2.02
FC1=CC=C(F)C(=C1)[N](=O)=O;3.33
OC1=C(F)C=C(F)C=C1;3.6
NC1=CC(=C(C=C1[N](=O)=O)[N](=O)=O)F;4.69
NC1=CC=C(F)C=C1;3.59
OC1=CC=C(F)C=C1;3.02
FC1=CC=CC=N1;1.8
OC1=C(Cl)C=C(F)C=C1Cl;3.8
NC1=C(C=C(F)C=C1)C(F)(F)F;2.98
OC1=C(C=C(F)C=C1)[N+]([O-])=O;4.38
OC1=CC=C(C=C1)C(F)(F)F;3.62
FC1=CC=CC(=C1)[N](=O)=O;3.2
OC1=C(F)C=C(C=C1)[N+]([O-])=O;4.07
CC(=O)C(C)=O;2.77
FC(F)(F)C(=O)C1=CC=CC=C1;2.99
OCC1=C(F)C(=C(F)C(=C1F)F)F;2.8
OC1=CC(=CC=C1[N](=O)=O)F;4.12
OCC1=CC=CC=C1F;2.33
FC1=C(C=O)C=CC=C1;3.079
CCOC(=O)C1=CC=C(F)C=C1;3.01
CC1=CC(=C(O)C=C1)O;3.37
OCC1=CC(=CC=C1)F;2.61
OCC1=CC=C(F)C=C1;2.38
FC1=CC=C(C=O)C=C1;2.873
CCCCCCC(=O)CCCCCC;4.521
OC1=C2C(=O)C=CC(=O)C2=C(O)C=C1;5.83
OC1=CC=CC2=C1C(=O)C=CC2=O;6.33
CC1=CC(=O)C2=C(C=CC=C2O)C1=O;5.2
OC1=CC(=C(C=O)C(=C1)O)O;3.128
CCOC1=C(O)C(=CC=C1)C=O;3.85
S1C=CC=C1C2=CC=CS2;4.04
ONC(=O)C1=CC=CC=C1;3.38
C\C=C(\C)C=O;2.86
COC1=C(O)C=CC(=C1)C(C)=O;2.88
O=CC1=COC=C1;3
O=CC1=CSC=C1;3.4
O=CC1=CC=CN=C1;2.87
OCCC1=CC=C(O)C=C1;2.17
O=C1CCCCCO1;1.739
CC(C)CC(O)=O;2.659
O=C1CCCC(=O)C1;2.071
C1CSCCS1;2.89
OC(=O)CCCCCCC(O)=O;2.488
CO[P](=O)(OC)OC;1.18
CC(=C)CO;1.337
CC(=O)C(Cl)Cl;3.641
O=C1C=CC2=CC=CC=C2C1=O;6.2
O=C1C=C(OC2=CC=CC=C12)C3=CC=CC=C3;4.41
CC1=C(C)C(=C(C)C(=C1O)C)O;4.28
CC1=CC(=C(O)C(=C1)C)C;3.42
[O-][N+](=O)C1=C(C=CC=C1)[N+]([O-])=O;4.25
CC1=CC=CC=C1C#N;2.76
O=C(N=C=S)C1=CC=CC=C1;3.097
CCOC(=O)C(Br)CC;3.764
OC1=CC=C(O)C(=C1)O;3.44
NC(CO)CO;1.324
ClCC(=O)CCl;5.046
CNC(=S)NC;1.89
CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O;4.73
CCOC(=O)C(C)Br;4.057
CCOC(=O)C(C)Cl;2.569
OC(=O)C1=CC=CC(=C1)Cl;2.87
C#CC1=CC=CC=C1;2.86
CCCCOC(=O)\C=C\C1=CC=CC=C1;4.53
CCCCCC1=CC=CC=C1;4.79
CCOC(=O)CCBr;3.126
CCCCC(=O)OCC;2.642
CCOC(=O)CCC(C)=O;1.6
CCC(=O)OCC(C)C;2.307
OCCBr;2.154
CC(=O)OC(C)(C)C;1.51
CC(C)CC(N)=O;1.34
ClC1=CC(=CC=C1)Cl;3.56
CC(C)CCC#N;2.214
CC(C)COC=O;1.692
CCN=C=S;4.627
CCCCCC(C)O;2.53
CCCCCCCl;3.78
N#CCCCC#N;1.363
ClC(Cl)(Cl)C#N;4.883
S=C=NC1=CC=CC2=CC=CC=C12;5.137
COC1=CC=C(C(C)=O)C(=C1)O;3.55
[O-][N+](=O)C1=C(C=O)C=CC=C1;3.17
NC1=CC=C(Cl)C=C1Cl;3.56
CCC(=O)OC;1.391
OC1=CC=CC(=C1)[N+]([O-])=O;3.51
[O-][N+](=O)C1=CC=C(C=O)C=C1;3.2
[O-][N+](=O)C1=CC=C(CC#N)C=C1;3.13
ICC=C;3.796
CC(C)=CCO;1.761
CC\C=C/CC\C=C\C=O;4.34
[O-][N+](=O)CBr;4.638
CC(C)C(C)=O;1.831
CC(C)C(O)C#C;2.973
CC(C)C(Br)C(O)=O;2.451
CC1=CC=C(C)C2=C1C=CC=C2;4.43
OC1=CC=CC(=C1Cl)Cl;4.28
CC1=C(O)C(=CC=C1)C;2.92
CC1=C(O)C(=C(Br)C(=C1Br)Br)Br;5.57
BrC1=CC=CC=C1[N](=O)=O;3.75
OC1=CC=C(C(=C1)[N](=O)=O)[N](=O)=O;3.27
CCC1=C(N)C(=CC=C1)CC;3.31
CC(CN)C1=CC=CC=C1;2.72
OCC(=O)C1=CC=CC=C1;3.08
CC1=C(C)C=NC=C1;2.5
CC1CCCCC1=O;2.19
OC1=CC(=C(O)C=C1)Br;4.68
OC1=CC(=CC=C1Cl)Cl;4.13
CCC(O)CC;1.756
BrC1=C(C=C(C=C1)[N](=O)=O)[N](=O)=O;5.31
CCCC(Br)C(O)=O;2.958
CC(C)(C)C1=CC(=CC=C1)O;3.74
CC(Br)C1=CC=CC=C1;2.331
BrC1=CC(=CC=C1)[N](=O)=O;4.03
CC(C)C1=CC=C(Br)C=C1;3.85
BrC1=CC=C(C=C1)[N](=O)=O;3.38
CCC1=CC(=CC=C1)N;2.97
CC1=CC=CC(=C1)CO;2.76
ClC1=CC=CC(=C1)C=O;3.406
CNCCC1=CC=CC=C1;2.59
CCC1=CC=C(N)C=C1;3.03
C\C=C\C(=O)OCC(C)C;2.66
CCCCC(O)CC;2.51
CCCCCC(O)CC;2.94
CCCCOC(=O)CC;3.17
BrCC#N;5.229
CC(C)CC=O;2.67
OC(=O)CCBr;2.956
OC1=CC=CC(=C1)Br;4.15
NC1=CC(=CC=C1)O;2.48
COC1=CC=CC(=C1)C=O;3.23
OC1=CC(=CC(=C1)Cl)Cl;4.56
IC1=CC=CC=C1;3.36
CCCCC(C)=O;1.657
CC(=O)OCC=C;3.48
CCCCOC(N)=O;2.034
CCCCN=C=S;4.721
CCCCCCCCCCCC(C)=O;5.119
CCC(C)(C)N;2.302
NC(=O)C(Cl)(Cl)Cl;2.712
